mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0011005878448486328,0.00048601523900524275,0.00031595230102539064,0.00042970151871603567,3,{'max_depth': 3},0.5234375,0.53125,0.5390625,0.515625,0.515625,0.525,0.009110862335695781,4
0.0011037349700927734,0.00020444671056209988,0.0005939483642578125,0.00048499030708655224,5,{'max_depth': 5},0.546875,0.546875,0.5546875,0.5390625,0.546875,0.546875,0.004941058844013093,3
0.0011944293975830079,0.00040271610724243006,0.000832366943359375,0.0004225929707985862,7,{'max_depth': 7},0.5625,0.546875,0.5546875,0.5546875,0.546875,0.553125,0.005846339666834283,1
0.0018294334411621093,0.00020733208640540457,0.0004969120025634765,0.0003141693065381554,10,{'max_depth': 10},0.5546875,0.5390625,0.546875,0.5546875,0.5625,0.5515625,0.007967217989988727,2
