mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.08715944290161133,0.004020735455511532,0.003983926773071289,1.6386417188572078e-05,7,3000,"{'max_depth': 7, 'max_features': 3000}",0.59375,0.6171875,0.609375,0.6015625,0.5390625,0.5921875,0.02768757054167086,16
0.10876045227050782,0.005600700560895001,0.004689741134643555,0.0003969526402875564,7,4000,"{'max_depth': 7, 'max_features': 4000}",0.6640625,0.6953125,0.609375,0.6171875,0.53125,0.6234375,0.055770525929921086,2
0.1304044246673584,0.008407876084631208,0.004191398620605469,0.00039898900082798296,7,5000,"{'max_depth': 7, 'max_features': 5000}",0.6015625,0.6171875,0.609375,0.609375,0.6171875,0.6109375,0.005846339666834283,6
0.19504384994506835,0.012472789023582577,0.0043393135070800785,0.0006507356114127137,7,8829,"{'max_depth': 7, 'max_features': 8829}",0.6015625,0.6796875,0.5703125,0.5859375,0.609375,0.609375,0.037629983058725926,7
0.024931859970092774,0.0005540395831521591,0.003870582580566406,0.0006506026647125215,10,10,"{'max_depth': 10, 'max_features': 10}",0.546875,0.5,0.4921875,0.5234375,0.5390625,0.5203125,0.0213096589015404,48
0.02491917610168457,0.00029037831019132054,0.003551006317138672,0.0004698086105300827,10,15,"{'max_depth': 10, 'max_features': 15}",0.5625,0.5,0.4765625,0.5234375,0.5,0.5125,0.029064180058966056,49
0.025324296951293946,0.000303199725795265,0.0038994312286376952,0.00017936612382087527,10,25,"{'max_depth': 10, 'max_features': 25}",0.5390625,0.5234375,0.5234375,0.515625,0.5390625,0.528125,0.009375,43
0.02687668800354004,0.00011121760345281348,0.003912162780761719,0.00013778295292269047,10,50,"{'max_depth': 10, 'max_features': 50}",0.53125,0.6015625,0.5546875,0.5625,0.65625,0.58125,0.04380576802773808,21
0.029645586013793947,0.0004988062802808321,0.0037078857421875,0.0006362268109961623,10,100,"{'max_depth': 10, 'max_features': 100}",0.546875,0.5546875,0.546875,0.6171875,0.625,0.578125,0.03528621809573817,23
0.03380751609802246,0.0007863484261040057,0.004278659820556641,0.00038963869493178913,10,250,"{'max_depth': 10, 'max_features': 250}",0.640625,0.578125,0.5859375,0.6328125,0.53125,0.59375,0.03983608994994363,14
0.040997791290283206,0.0008926418652860295,0.004076242446899414,0.00012742503952775316,10,500,"{'max_depth': 10, 'max_features': 500}",0.671875,0.578125,0.609375,0.6328125,0.6171875,0.621875,0.030698254225607034,3
0.05442767143249512,0.00148256595071044,0.00425262451171875,0.0002467670947154544,10,1000,"{'max_depth': 10, 'max_features': 1000}",0.6484375,0.6640625,0.5703125,0.578125,0.625,0.6171875,0.03730417620722913,4
0.07914500236511231,0.001486110326177816,0.004170560836791992,0.00038945099753694726,10,2000,"{'max_depth': 10, 'max_features': 2000}",0.6484375,0.609375,0.578125,0.6171875,0.59375,0.609375,0.023696485762661094,7
0.10700688362121583,0.010881540691717385,0.004200124740600586,0.0004196798374618891,10,3000,"{'max_depth': 10, 'max_features': 3000}",0.59375,0.625,0.609375,0.59375,0.625,0.609375,0.013975424859373685,7
0.1331408977508545,0.01680818749152544,0.004179620742797851,0.00039874349742673664,10,4000,"{'max_depth': 10, 'max_features': 4000}",0.6328125,0.59375,0.6328125,0.59375,0.6171875,0.6140625,0.01753901900050285,5
0.1517009735107422,0.0061571713130802765,0.004186820983886719,0.00039419399657121264,10,5000,"{'max_depth': 10, 'max_features': 5000}",0.578125,0.6015625,0.640625,0.5703125,0.6171875,0.6015625,0.025674494883054663,10
0.22858648300170897,0.020424142729588222,0.004183340072631836,0.00040316338935991774,10,8829,"{'max_depth': 10, 'max_features': 8829}",0.6328125,0.6875,0.6328125,0.6796875,0.6328125,0.653125,0.024999999999999998,1
