mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,features_count
0.020265960693359376,0.005065626756232565,0.0020066261291503905,0.0008758852311341036,0.5,{'alpha': 0.5},0.7890625,0.7265625,0.6796875,0.6796875,0.765625,0.728125,0.0443045214961182,3,2000
0.016225385665893554,0.004601439135881496,0.0017468452453613282,0.0009280381545497259,0.75,{'alpha': 0.75},0.7890625,0.71875,0.6796875,0.6953125,0.765625,0.7296875,0.04151665704870757,2,2000
0.015093231201171875,0.0022342286263956255,0.0013983726501464843,0.0004817957408068566,0.85,{'alpha': 0.85},0.78125,0.7265625,0.6796875,0.7109375,0.7578125,0.73125,0.035493177161251714,1,2000
0.014667224884033204,0.004276838503774105,0.0014976978302001954,0.0007823319540386464,1.0,{'alpha': 1.0},0.7734375,0.7109375,0.671875,0.703125,0.7421875,0.7203125,0.03472829807952011,4,2000
0.028424835205078124,0.007684241945824993,0.0023948192596435548,0.00041094446542750584,0.1,{'alpha': 0.1},0.828125,0.734375,0.796875,0.75,0.796875,0.78125,0.03423265984407288,7,3000
0.025949907302856446,0.004032973296633939,0.001469898223876953,0.0004474517124634996,0.15,{'alpha': 0.15},0.84375,0.734375,0.8125,0.7578125,0.796875,0.7890625,0.03890593624371479,4,3000
0.02830538749694824,0.004830723286166418,0.002191591262817383,0.0007588692575390912,0.25,{'alpha': 0.25},0.859375,0.7421875,0.796875,0.765625,0.796875,0.7921875,0.03940475066537029,2,3000
0.02360644340515137,0.0010556421558874714,0.001513671875,0.0006403746464014253,0.5,{'alpha': 0.5},0.8515625,0.75,0.8046875,0.7890625,0.7890625,0.796875,0.03277527650531724,1,3000
0.02372908592224121,0.0005451686340790509,0.0014910221099853516,0.0006255667623302593,0.75,{'alpha': 0.75},0.8515625,0.7421875,0.8046875,0.7734375,0.78125,0.790625,0.03644344934278313,3,3000
0.023572826385498048,0.0014674220717602608,0.0016798019409179688,0.0005750709623590902,0.85,{'alpha': 0.85},0.8515625,0.7421875,0.796875,0.7734375,0.78125,0.7890625,0.03597145135381668,4,3000
0.024991941452026368,0.001729509232823582,0.0019917964935302736,0.0006307825239408324,1.0,{'alpha': 1.0},0.84375,0.7421875,0.796875,0.7734375,0.7734375,0.7859375,0.03372973928894204,6,3000
0.04870610237121582,0.011007074886489478,0.0028048992156982423,0.000286772642004847,0.1,{'alpha': 0.1},0.7578125,0.6953125,0.7265625,0.640625,0.84375,0.7328125,0.06764019006847925,7,4000
0.03797392845153809,0.00352544918308454,0.0027923583984375,0.000403993285848234,0.15,{'alpha': 0.15},0.765625,0.6875,0.7265625,0.6640625,0.84375,0.7375,0.06339207117218998,5,4000
0.03589010238647461,0.004217476324639461,0.002193450927734375,0.00040328844812076653,0.25,{'alpha': 0.25},0.7734375,0.703125,0.7265625,0.65625,0.828125,0.7375,0.059003773714060015,5,4000
0.03952302932739258,0.006304209675535113,0.0030161380767822266,0.0006535163389277813,0.5,{'alpha': 0.5},0.765625,0.7265625,0.7109375,0.671875,0.8359375,0.7421875,0.05568290525376707,3,4000
0.03392925262451172,0.0016176803977877693,0.002264261245727539,0.0003882602749086302,0.75,{'alpha': 0.75},0.78125,0.71875,0.71875,0.6796875,0.828125,0.7453125,0.05266343608235224,1,4000
0.0349515438079834,0.005367482860317871,0.003003835678100586,0.001314826140309442,0.85,{'alpha': 0.85},0.78125,0.7109375,0.7109375,0.6796875,0.828125,0.7421875,0.05435164728414402,3,4000
0.0391599178314209,0.005632091356535778,0.002012491226196289,4.06918425983365e-05,1.0,{'alpha': 1.0},0.78125,0.7265625,0.7109375,0.6796875,0.8203125,0.74375,0.05048592006688598,2,4000
0.05254473686218262,0.01743650150992782,0.00299224853515625,5.088100498807624e-06,0.1,{'alpha': 0.1},0.78125,0.7578125,0.7734375,0.671875,0.828125,0.7625,0.051015086616607835,4,5000
0.044685888290405276,0.005362290357591671,0.002273702621459961,0.0003852110795281926,0.15,{'alpha': 0.15},0.7890625,0.75,0.7578125,0.6875,0.8359375,0.7640625,0.04876402041977261,2,5000
0.044160985946655275,0.0030186985910554453,0.0029993057250976562,0.0004919645453749978,0.25,{'alpha': 0.25},0.8046875,0.75,0.75,0.6953125,0.8203125,0.7640625,0.04457919568027221,2,5000
0.044999551773071286,0.003965079911965867,0.0024492740631103516,0.0004847418995725423,0.5,{'alpha': 0.5},0.8203125,0.75,0.734375,0.71875,0.8046875,0.765625,0.03983608994994363,1,5000
0.04421510696411133,0.003956439521665488,0.0030271530151367186,0.00026416190688274577,0.75,{'alpha': 0.75},0.8203125,0.75,0.703125,0.71875,0.8125,0.7609375,0.04780330793993236,5,5000
0.04511780738830566,0.003681115761945858,0.002618551254272461,0.00045907661778946465,0.85,{'alpha': 0.85},0.8203125,0.75,0.703125,0.71875,0.8125,0.7609375,0.04780330793993236,5,5000
0.04481263160705566,0.003517830249353859,0.002614545822143555,0.0004430912249982627,1.0,{'alpha': 1.0},0.828125,0.75,0.6953125,0.71875,0.8125,0.7609375,0.0517279542413964,5,5000
0.016942691802978516,0.0006421491741182355,0.0027970314025878907,0.0004027854962996978,0.1,{'alpha': 0.1},0.8046875,0.7421875,0.7421875,0.734375,0.8203125,0.76875,0.03617449032121945,4,5578
0.02358565330505371,0.004005550429890519,0.0034255027770996095,0.0010407978142399773,0.15,{'alpha': 0.15},0.8203125,0.734375,0.75,0.734375,0.8046875,0.76875,0.03651037951733725,4,5578
0.02112689018249512,0.004178547678467666,0.0036692142486572264,0.00041357665986791164,0.25,{'alpha': 0.25},0.8359375,0.734375,0.7578125,0.7421875,0.796875,0.7734375,0.037952993129659746,1,5578
0.018730354309082032,0.0022746756153810828,0.003223562240600586,0.001151274963275064,0.5,{'alpha': 0.5},0.84375,0.7265625,0.7265625,0.75,0.8203125,0.7734375,0.04916291475797586,1,5578
0.020723962783813478,0.0030806443759222603,0.0035770416259765627,0.0010210083886197977,0.75,{'alpha': 0.75},0.8359375,0.7265625,0.7109375,0.75,0.8203125,0.76875,0.05029211543572213,4,5578
0.019651269912719725,0.0022778941095120495,0.0032688140869140624,0.0008565448794827739,0.85,{'alpha': 0.85},0.8359375,0.734375,0.7109375,0.7421875,0.8203125,0.76875,0.049804304532841334,4,5578
0.016405439376831053,0.0006892500363371026,0.0023827552795410156,0.0004583485661502959,1.0,{'alpha': 1.0},0.8359375,0.734375,0.71875,0.7578125,0.8203125,0.7734375,0.04661385590680093,1,5578
0.0008292675018310546,0.0003501916697775122,0.0004105091094970703,0.0005030301702421044,0.1,{'alpha': 0.1},0.5078125,0.5,0.515625,0.5078125,0.5234375,0.5109375,0.007967217989988727,5,10
0.0007962226867675781,0.00039811652636263984,0.0005995750427246094,0.0004895665855246424,0.15,{'alpha': 0.15},0.5078125,0.5,0.515625,0.5078125,0.5234375,0.5109375,0.007967217989988727,5,10
0.0008073329925537109,0.0004037994450901613,0.0005925655364990235,0.0004839304150111613,0.25,{'alpha': 0.25},0.5078125,0.5,0.515625,0.5078125,0.5234375,0.5109375,0.007967217989988727,5,10
0.0008011341094970703,0.0004014142930075558,0.0005957603454589844,0.0004864710215297848,0.5,{'alpha': 0.5},0.515625,0.5,0.515625,0.5078125,0.5234375,0.5125,0.007967217989988727,1,10
0.0009884834289550781,1.8551355614910626e-05,0.00040688514709472654,0.0004984283633387579,0.75,{'alpha': 0.75},0.515625,0.5,0.515625,0.5078125,0.5234375,0.5125,0.007967217989988727,1,10
0.000998544692993164,5.674963206028687e-06,0.0005951404571533203,0.00048594821739287073,0.85,{'alpha': 0.85},0.515625,0.5,0.515625,0.5078125,0.5234375,0.5125,0.007967217989988727,1,10
0.000988340377807617,2.5250587433382486e-05,0.0006110668182373047,0.0004990402377515512,1.0,{'alpha': 1.0},0.515625,0.5,0.515625,0.5078125,0.5234375,0.5125,0.007967217989988727,1,10
0.0010103702545166016,2.1020029045372565e-05,0.0006402969360351562,0.0005297520607329548,0.1,{'alpha': 0.1},0.5859375,0.59375,0.5859375,0.5625,0.609375,0.5875,0.015148999554426027,1,15
0.0007998943328857422,0.00039995826287943687,0.0005967140197753907,0.00048723372490722046,0.15,{'alpha': 0.15},0.5859375,0.59375,0.5859375,0.5625,0.609375,0.5875,0.015148999554426027,1,15
0.000997018814086914,2.3717556219951415e-06,0.0003982067108154297,0.00048770191238134105,0.25,{'alpha': 0.25},0.5859375,0.59375,0.578125,0.5625,0.609375,0.5859375,0.015625,3,15
0.0007977962493896484,0.0003989554736998348,0.00039782524108886717,0.00048725612885553435,0.5,{'alpha': 0.5},0.5859375,0.59375,0.578125,0.5625,0.609375,0.5859375,0.015625,3,15
0.0007986545562744141,0.0003993536223148122,0.0007951736450195312,0.00039763788850139274,0.75,{'alpha': 0.75},0.5859375,0.59375,0.578125,0.5625,0.609375,0.5859375,0.015625,3,15
0.0009907722473144532,1.6306575927638584e-05,0.00040426254272460935,0.0004951983985754313,0.85,{'alpha': 0.85},0.5859375,0.59375,0.578125,0.5625,0.609375,0.5859375,0.015625,3,15
0.000994396209716797,5.8776828977790795e-06,0.0005987167358398437,0.000488850640628558,1.0,{'alpha': 1.0},0.5859375,0.59375,0.578125,0.5546875,0.609375,0.584375,0.018087245160609725,7,15
0.0010332584381103516,7.175748104833387e-05,0.00059967041015625,0.0004896543565736697,0.1,{'alpha': 0.1},0.5234375,0.515625,0.5546875,0.53125,0.5390625,0.5328125,0.013441133229754104,5,25
0.0007946968078613281,0.0003973656419095536,0.0006006240844726562,0.00049043174383457,0.15,{'alpha': 0.15},0.5234375,0.515625,0.5546875,0.53125,0.5390625,0.5328125,0.013441133229754104,5,25
0.0009958744049072266,5.949964812207819e-06,0.00059967041015625,0.000489656028250483,0.25,{'alpha': 0.25},0.5234375,0.515625,0.5546875,0.53125,0.5390625,0.5328125,0.013441133229754104,5,25
0.000790548324584961,0.0003955710817250994,0.00040411949157714844,0.00049506399434519,0.5,{'alpha': 0.5},0.5234375,0.5234375,0.5546875,0.53125,0.5390625,0.534375,0.011692679333668566,4,25
0.00059814453125,0.0004883876746024152,0.0005988121032714844,0.0004889306391859459,0.75,{'alpha': 0.75},0.5234375,0.53125,0.5546875,0.53125,0.5390625,0.5359375,0.010597390598633231,1,25
0.0007962703704833985,0.00039813999313269505,0.0005974769592285156,0.00048784685090121104,0.85,{'alpha': 0.85},0.5234375,0.53125,0.5546875,0.53125,0.5390625,0.5359375,0.010597390598633231,1,25
0.0008036613464355469,0.00040198213539057316,0.00040178298950195314,0.0004921224082441666,1.0,{'alpha': 1.0},0.5234375,0.53125,0.5546875,0.53125,0.5390625,0.5359375,0.010597390598633231,1,25
0.0009902000427246093,1.8096833968622934e-05,0.0007933616638183594,0.00039669643671299436,0.1,{'alpha': 0.1},0.59375,0.6171875,0.5625,0.578125,0.5390625,0.578125,0.02660841619676,6,50
0.0011977672576904297,0.0003965261635631374,0.0002918720245361328,0.000396489520711933,0.15,{'alpha': 0.15},0.6015625,0.6171875,0.5625,0.578125,0.5390625,0.5796875,0.02768757054167086,2,50
0.0008059024810791015,0.00040311795869331184,0.0005910873413085937,0.00048284647894544964,0.25,{'alpha': 0.25},0.6015625,0.6171875,0.5703125,0.5703125,0.546875,0.58125,0.024999999999999998,1,50
0.0009967327117919923,9.797350194063436e-06,0.00039930343627929686,0.000489045672592973,0.5,{'alpha': 0.5},0.6015625,0.6171875,0.5546875,0.5703125,0.546875,0.578125,0.027063293868263706,6,50
0.0007973670959472656,0.0003992015530072258,0.0005965232849121094,0.00048757509955226044,0.75,{'alpha': 0.75},0.609375,0.6171875,0.5546875,0.5703125,0.546875,0.5796875,0.028555729503901665,2,50
0.0008037090301513672,0.000401927423808562,0.00047168731689453127,0.0004273014000875862,0.85,{'alpha': 0.85},0.609375,0.6171875,0.5546875,0.5703125,0.546875,0.5796875,0.028555729503901665,2,50
0.0009978294372558593,4.5771399864259565e-06,0.000598287582397461,0.0004885144347454582,1.0,{'alpha': 1.0},0.609375,0.6171875,0.5546875,0.5703125,0.546875,0.5796875,0.028555729503901665,2,50
0.0012862682342529297,0.0003943120973230465,0.00060577392578125,0.0004947932979694162,0.1,{'alpha': 0.1},0.5859375,0.625,0.65625,0.671875,0.65625,0.6390625,0.030618621784789725,6,100
0.001294851303100586,0.00039901926001891723,0.00040559768676757814,0.0004968824035516377,0.15,{'alpha': 0.15},0.5859375,0.6171875,0.65625,0.6796875,0.6640625,0.640625,0.03423265984407288,3,100
0.0009960174560546876,1.1543005406294064e-06,0.0005980491638183594,0.0004883051983727171,0.25,{'alpha': 0.25},0.5859375,0.609375,0.65625,0.6875,0.671875,0.6421875,0.03840064289826409,1,100
0.0011046409606933593,0.00021431989134573876,0.00019931793212890625,0.0003986358642578125,0.5,{'alpha': 0.5},0.59375,0.609375,0.671875,0.6796875,0.65625,0.6421875,0.034375,1,100
0.001196002960205078,0.00039894610406496136,0.0003986358642578125,0.0004882272303025095,0.75,{'alpha': 0.75},0.59375,0.6015625,0.6796875,0.6796875,0.6484375,0.640625,0.0369754986443726,3,100
0.0011955738067626954,0.00039737237095580514,0.00019936561584472657,0.00039873123168945315,0.85,{'alpha': 0.85},0.59375,0.6015625,0.6796875,0.6796875,0.6484375,0.640625,0.0369754986443726,3,100
0.0008532524108886719,0.00028727060037486235,0.0008002758026123047,0.00040018575476289704,1.0,{'alpha': 1.0},0.5859375,0.59375,0.671875,0.6796875,0.6484375,0.6359375,0.03909373750999001,7,100
0.0021183013916015623,0.0002476289049459273,0.0,0.0,0.1,{'alpha': 0.1},0.765625,0.6640625,0.640625,0.6953125,0.6875,0.690625,0.04210060495408587,1,250
0.0014009952545166015,0.000449886683283052,0.0008397579193115234,0.0008818332571928743,0.15,{'alpha': 0.15},0.7578125,0.671875,0.640625,0.6796875,0.6796875,0.6859375,0.03871722404176209,2,250
0.001501750946044922,0.0004291875984586806,0.00023136138916015624,0.00028644261782156537,0.25,{'alpha': 0.25},0.7421875,0.671875,0.640625,0.671875,0.6953125,0.684375,0.03372973928894204,7,250
0.0009430885314941406,0.00020004535565293707,0.0008387088775634766,0.00042435186234748184,0.5,{'alpha': 0.5},0.734375,0.6796875,0.65625,0.671875,0.6875,0.6859375,0.02633171804117612,2,250
0.0015782833099365235,0.0004112920313970229,0.00019922256469726563,0.00039844512939453126,0.75,{'alpha': 0.75},0.734375,0.6875,0.671875,0.6484375,0.6875,0.6859375,0.028125,2,250
0.001594686508178711,0.000491274973154828,0.0,0.0,0.85,{'alpha': 0.85},0.734375,0.6796875,0.671875,0.65625,0.6875,0.6859375,0.02633171804117612,2,250
0.0009946823120117188,2.908315788646108e-06,0.000996875762939453,1.8056961277734266e-06,1.0,{'alpha': 1.0},0.734375,0.6796875,0.671875,0.65625,0.6875,0.6859375,0.02633171804117612,2,250
0.0024318695068359375,0.00046081484745633057,0.0005915164947509766,0.00048300341941283353,0.1,{'alpha': 0.1},0.75,0.703125,0.703125,0.703125,0.7109375,0.7140625,0.018221724671391562,7,500
0.0023854732513427734,0.000484256215316662,0.0005985736846923828,0.0004890277769783407,0.15,{'alpha': 0.15},0.765625,0.7109375,0.703125,0.6953125,0.7265625,0.7203125,0.024902152266420667,6,500
0.002191495895385742,0.0004023135153030776,0.0007997512817382813,0.00039994037198863076,0.25,{'alpha': 0.25},0.78125,0.71875,0.6953125,0.703125,0.7421875,0.728125,0.031014739439498763,5,500
0.0023877620697021484,0.0004888203278895982,0.0006020069122314453,0.0004915514186206884,0.5,{'alpha': 0.5},0.8046875,0.7265625,0.6953125,0.71875,0.734375,0.7359375,0.03677688217481194,3,500
0.00224452018737793,0.00038570527423717547,0.0005968570709228516,0.00048733447157726787,0.75,{'alpha': 0.75},0.8125,0.734375,0.6875,0.7265625,0.7421875,0.740625,0.040564859330459904,1,500
0.002178525924682617,0.00040636323365326386,0.00040721893310546875,0.0004988925488306098,0.85,{'alpha': 0.85},0.8125,0.7265625,0.6875,0.71875,0.7421875,0.7375,0.04151665704870757,2,500
0.0025972366333007813,0.0004859540707481195,0.0005934715270996093,0.0004846136740825406,1.0,{'alpha': 1.0},0.8125,0.71875,0.6796875,0.7109375,0.75,0.734375,0.04501518840902479,4,500
0.00526895523071289,0.0010296147079647752,0.0008203029632568359,0.00041427291777549295,0.1,{'alpha': 0.1},0.7890625,0.7890625,0.7421875,0.703125,0.78125,0.7609375,0.03372973928894204,7,1000
0.005368566513061524,0.001606822438193652,0.0008123874664306641,0.00040731966505936913,0.15,{'alpha': 0.15},0.78125,0.7890625,0.765625,0.71875,0.7734375,0.765625,0.024705294220065465,5,1000
0.005216741561889648,0.0011282702205991182,0.0010004043579101562,0.000631139075941709,0.25,{'alpha': 0.25},0.7734375,0.796875,0.75,0.7265625,0.78125,0.765625,0.024705294220065465,5,1000
0.0045928955078125,0.0004993022199369706,0.0004111289978027344,0.0004756138033620095,0.5,{'alpha': 0.5},0.8125,0.8125,0.7578125,0.75,0.796875,0.7859375,0.026882266459508208,2,1000
0.005071306228637695,0.0015096751753216535,0.00107879638671875,0.0006525107936451872,0.75,{'alpha': 0.75},0.8046875,0.8125,0.7578125,0.7734375,0.78125,0.7859375,0.020131404260508006,2,1000
0.006157064437866211,0.0011035019005166211,0.0010134220123291016,0.0006461246707837905,0.85,{'alpha': 0.85},0.8125,0.8203125,0.7578125,0.7734375,0.7734375,0.7875,0.024407030237208294,1,1000
0.006005859375,0.0016394518105305694,0.0007961273193359375,0.00039806391670756136,1.0,{'alpha': 1.0},0.8046875,0.8046875,0.7578125,0.7734375,0.7734375,0.7828125,0.018750000000000003,4,1000
0.01694488525390625,0.004366240743843382,0.0015999794006347657,0.0007956343902612134,0.1,{'alpha': 0.1},0.7890625,0.8203125,0.78125,0.8046875,0.8046875,0.8,0.013621559198564604,3,2000
0.018106460571289062,0.005473082236468809,0.0014361858367919922,0.0008437426675835879,0.15,{'alpha': 0.15},0.796875,0.8125,0.7890625,0.8046875,0.8125,0.803125,0.009110862335695781,2,2000
0.014312410354614257,0.002635098509763988,0.001519918441772461,0.0006440922990076749,0.25,{'alpha': 0.25},0.8046875,0.8125,0.8046875,0.796875,0.8203125,0.8078125,0.007967217989988727,1,2000
0.012318658828735351,0.00044266045441816894,0.001197052001953125,0.0003934087286756765,0.5,{'alpha': 0.5},0.8125,0.8046875,0.796875,0.7890625,0.796875,0.8,0.007967217989988727,3,2000
0.014589834213256835,0.0017027260458297808,0.001415109634399414,0.00048167071515076707,0.75,{'alpha': 0.75},0.8046875,0.796875,0.78125,0.796875,0.7890625,0.79375,0.007967217989988727,5,2000
0.012752294540405273,0.0007531798310712987,0.0010810375213623046,0.00011392550833198079,0.85,{'alpha': 0.85},0.8046875,0.796875,0.78125,0.796875,0.7890625,0.79375,0.007967217989988727,5,2000
0.012840795516967773,0.0004375479537241205,0.0012185096740722657,0.00039633250301618356,1.0,{'alpha': 1.0},0.796875,0.796875,0.78125,0.78125,0.796875,0.790625,0.007654655446197431,7,2000
0.024364519119262695,0.000736276879961387,0.0015986442565917968,0.0004914850918113805,0.1,{'alpha': 0.1},0.8828125,0.7890625,0.8203125,0.796875,0.8203125,0.821875,0.03292391797766481,2,3000
0.02853050231933594,0.00818157690251276,0.001587247848510742,0.0004932961087606394,0.15,{'alpha': 0.15},0.890625,0.8046875,0.828125,0.8046875,0.8125,0.828125,0.03240068961457456,1,3000
0.03751349449157715,0.008823876485279535,0.002411079406738281,0.0013469728370823256,0.25,{'alpha': 0.25},0.8984375,0.8125,0.8125,0.7890625,0.796875,0.821875,0.039342744725044294,2,3000
0.029802417755126952,0.005609271786674318,0.0018963336944580079,0.0006650211337271191,0.5,{'alpha': 0.5},0.8671875,0.796875,0.8046875,0.7734375,0.8125,0.8109375,0.031014739439498763,4,3000
0.026639127731323244,0.0035813822652883613,0.0020997047424316405,0.00046791613652842444,0.75,{'alpha': 0.75},0.8828125,0.7890625,0.8125,0.7578125,0.8125,0.8109375,0.04116231210099841,4,3000
0.025307178497314453,0.0037504400373652843,0.0014974594116210938,0.0004284013515807376,0.85,{'alpha': 0.85},0.8828125,0.7890625,0.8203125,0.7265625,0.8203125,0.8078125,0.05077524002897475,6,3000
0.025170421600341795,0.003407984871292545,0.0015891551971435546,0.0004958169325903455,1.0,{'alpha': 1.0},0.8828125,0.765625,0.8125,0.7109375,0.8203125,0.7984375,0.057494904665544064,7,3000
0.035844278335571286,0.004533626413169961,0.0026571273803710936,0.0005548945507493126,0.1,{'alpha': 0.1},0.84375,0.8359375,0.8359375,0.796875,0.8828125,0.8390625,0.027332587007087347,7,4000
0.03471732139587402,0.003320339400732717,0.0022114276885986327,0.00038657440449641346,0.15,{'alpha': 0.15},0.84375,0.84375,0.8515625,0.8046875,0.8828125,0.8453125,0.024902152266420667,3,4000
0.04188995361328125,0.005129285053037684,0.002087831497192383,0.0006230529553214237,0.25,{'alpha': 0.25},0.8515625,0.8515625,0.8671875,0.8046875,0.875,0.85,0.024407030237208294,1,4000
0.04828124046325684,0.005240728993403337,0.002663993835449219,0.0005804999309020067,0.5,{'alpha': 0.5},0.859375,0.84375,0.875,0.796875,0.875,0.85,0.028980057798424073,1,4000
0.03700518608093262,0.0035978356019697763,0.0019939422607421877,2.0252953130336096e-06,0.75,{'alpha': 0.75},0.84375,0.8515625,0.8515625,0.8046875,0.859375,0.8421875,0.019390115071860715,5,4000
0.04412927627563477,0.006608150283236902,0.0020035743713378907,2.416044995479993e-05,0.85,{'alpha': 0.85},0.84375,0.8515625,0.84375,0.8046875,0.859375,0.840625,0.01887975933374152,6,4000
0.04335474967956543,0.002736570839682276,0.0019917964935302736,5.399851862675501e-06,1.0,{'alpha': 1.0},0.84375,0.8515625,0.8515625,0.8125,0.859375,0.84375,0.01638763825265862,4,4000
0.04957680702209473,0.004349674300724018,0.0031909942626953125,0.0009757524722073766,0.1,{'alpha': 0.1},0.875,0.84375,0.8203125,0.796875,0.921875,0.8515625,0.04363825013677794,7,5000
0.05282635688781738,0.008585860369838608,0.003187894821166992,0.0009753880129716884,0.15,{'alpha': 0.15},0.875,0.8359375,0.8203125,0.8125,0.921875,0.853125,0.040564859330459904,6,5000
0.042754173278808594,0.0012455862081697338,0.002407693862915039,0.0005040913421275552,0.25,{'alpha': 0.25},0.8671875,0.859375,0.84375,0.8125,0.90625,0.8578125,0.030618621784789725,3,5000
0.05008354187011719,0.006936409968441954,0.0029740333557128906,0.0009137266550738901,0.5,{'alpha': 0.5},0.875,0.8359375,0.84375,0.828125,0.90625,0.8578125,0.028980057798424073,3,5000
0.04962902069091797,0.006714413061559822,0.0027919292449951174,0.00039772633780908723,0.75,{'alpha': 0.75},0.8671875,0.84375,0.8515625,0.828125,0.8984375,0.8578125,0.02390165396996618,3,5000
0.04914674758911133,0.006487361442157107,0.0029149532318115236,0.0008370662663122787,0.85,{'alpha': 0.85},0.8671875,0.859375,0.8515625,0.8359375,0.8984375,0.8625,0.02072890493972125,1,5000
0.048062896728515624,0.004317934594100406,0.003828763961791992,0.0008086254945506279,1.0,{'alpha': 1.0},0.875,0.859375,0.84375,0.8359375,0.8984375,0.8625,0.022426093897511445,1,5000
0.026931905746459962,0.0020427445268463526,0.004296875,0.00040278225039359206,0.1,{'alpha': 0.1},0.859375,0.8125,0.8359375,0.7890625,0.859375,0.83125,0.027332587007087343,1,8829
0.028540563583374024,0.0027421288450112605,0.0037900924682617186,0.0007452332542434972,0.15,{'alpha': 0.15},0.84375,0.828125,0.8359375,0.7734375,0.8671875,0.8296875,0.031014739439498763,2,8829
0.029737186431884766,0.004069202189036619,0.003591632843017578,0.00048492176529073446,0.25,{'alpha': 0.25},0.8359375,0.8203125,0.8203125,0.7890625,0.8671875,0.8265625,0.025387620014487376,4,8829
0.027311325073242188,0.0013498782850490064,0.00386810302734375,0.0006765323018503843,0.5,{'alpha': 0.5},0.8515625,0.8046875,0.8125,0.78125,0.8671875,0.8234375,0.031483502624390446,7,8829
0.029600763320922853,0.003558778432820728,0.004187297821044922,0.0003976240790285746,0.75,{'alpha': 0.75},0.8515625,0.8125,0.8046875,0.78125,0.875,0.825,0.03372973928894203,6,8829
0.027850961685180663,0.0010976814643676132,0.004275083541870117,0.0003934467738034217,0.85,{'alpha': 0.85},0.859375,0.8125,0.8046875,0.7890625,0.8671875,0.8265625,0.031014739439498763,4,8829
0.02913360595703125,0.0033119134235851688,0.003954124450683594,0.0003302702142569204,1.0,{'alpha': 1.0},0.859375,0.8125,0.8046875,0.796875,0.8671875,0.828125,0.029231698334171417,3,8829
