mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
4.544550895690918,0.18380245160994726,0.007975101470947266,0.0025202524324033533,entropy,10,3000,100,"{'criterion': 'entropy', 'max_depth': 10, 'max_features': 3000, 'n_estimators': 100}",0.765625,0.7421875,0.75,0.796875,0.7265625,0.75625,0.02390165396996618,99
8.697257900238037,0.1797023735260416,0.010810756683349609,0.001505412189492045,entropy,10,3000,200,"{'criterion': 'entropy', 'max_depth': 10, 'max_features': 3000, 'n_estimators': 200}",0.7734375,0.75,0.7421875,0.8046875,0.7265625,0.759375,0.027243118397129208,90
2.8957736492156982,0.09553811764749937,0.005182886123657226,0.0003988028534744118,entropy,10,4000,50,"{'criterion': 'entropy', 'max_depth': 10, 'max_features': 4000, 'n_estimators': 50}",0.7734375,0.7265625,0.71875,0.734375,0.7265625,0.7359375,0.019390115071860715,180
5.5614790439605715,0.12876032000928536,0.0075778007507324215,0.002050754525302847,entropy,10,4000,100,"{'criterion': 'entropy', 'max_depth': 10, 'max_features': 4000, 'n_estimators': 100}",0.78125,0.7265625,0.7734375,0.765625,0.703125,0.75,0.030055287596361478,115
11.054871845245362,0.10448974162184524,0.014171504974365234,0.004289932894162668,entropy,10,4000,200,"{'criterion': 'entropy', 'max_depth': 10, 'max_features': 4000, 'n_estimators': 200}",0.8125,0.75,0.7578125,0.7890625,0.7109375,0.7640625,0.034728298079520104,74
3.4089858531951904,0.13491668247673946,0.005976819992065429,0.0030163607153253164,entropy,10,5000,50,"{'criterion': 'entropy', 'max_depth': 10, 'max_features': 5000, 'n_estimators': 50}",0.78125,0.7265625,0.7421875,0.7890625,0.734375,0.7546875,0.02548360379734389,103
6.623800611495971,0.14990276302875868,0.006764698028564453,0.0009797861492119064,entropy,10,5000,100,"{'criterion': 'entropy', 'max_depth': 10, 'max_features': 5000, 'n_estimators': 100}",0.796875,0.734375,0.7421875,0.7734375,0.7265625,0.7546875,0.02642427269576213,103
13.490549230575562,0.26048622712111685,0.011780786514282226,0.004298464661433225,entropy,10,5000,200,"{'criterion': 'entropy', 'max_depth': 10, 'max_features': 5000, 'n_estimators': 200}",0.7890625,0.7265625,0.7265625,0.78125,0.71875,0.7484375,0.030217311884083935,124
5.519169664382934,0.19259853926582207,0.007383489608764648,0.002993445738834497,entropy,10,8829,50,"{'criterion': 'entropy', 'max_depth': 10, 'max_features': 8829, 'n_estimators': 50}",0.7578125,0.7421875,0.7421875,0.7734375,0.6953125,0.7421875,0.02614562582918986,154
10.872559404373169,0.3596121128583531,0.00837101936340332,0.0027191180338623326,entropy,10,8829,100,"{'criterion': 'entropy', 'max_depth': 10, 'max_features': 8829, 'n_estimators': 100}",0.7578125,0.7109375,0.7109375,0.796875,0.7109375,0.7375,0.03479852726768763,172
22.191531038284303,0.6863940865858825,0.016163206100463866,0.0037731542351393797,entropy,10,8829,200,"{'criterion': 'entropy', 'max_depth': 10, 'max_features': 8829, 'n_estimators': 200}",0.7890625,0.7421875,0.7265625,0.7734375,0.7265625,0.7515625,0.025387620014487376,111
